date,interval_days,product_id,sku_number,product_name,category_id,category_name,supplier_id,supplier_name,supplier_company,supplier_location,supplier_reliability_score,lead_time_days,minimum_order_quantity,cost_price,selling_price,reference_current_stock_from_pdf,reorder_level,max_stock_level,tourist_oriented_score,seasonal_sensitivity,is_peak_tourist_season,season,month,day_of_week,weekend_flag,holiday_flag,opening_stock,quantity_sold,quantity_purchased,current_stock,stockout_flag,avg_daily_sales_interval,days_until_stockout_est,sales_value,purchase_value,inventory_value,gross_margin_value,suggested_restock_qty
2024-02-14,5,22,SK-204,Jam Dim Bowl,20,Singing Bowl,5,Niraj Raj Shrestha,Tibetan Singing Bowls Manufacture and Wholesaler,Newroad,0.91,15,30,1500.0,32500.0,9,4,44,1.0,1.3,0,Winter,2,Wednesday,0,0,10,2,0,8,0,0.4,20.0,65000.0,0.0,12000.0,62000.0,0
2024-02-14,5,23,SK-107,Natural Ayurvedic Rope Incense,14,Rope Incense,4,Dipendra Dangol,Lovely Incense,Thamel,0.93,10,10,270.0,1000.0,17,10,40,0.82,1.18,0,Winter,2,Wednesday,0,0,23,20,40,43,0,4.0,10.8,20000.0,10800.0,11610.0,14600.0,37
2024-02-14,5,24,SK-300,Large Plate Stand,7,Incense Holder,6,Jenisha Khadka,Incense Holder & Incense Burner Wholesale,Dillibazar,0.95,5,100,80.0,250.0,50,10,180,0.82,1.18,0,Winter,2,Wednesday,0,0,52,22,0,30,0,4.4,6.8,5500.0,0.0,2400.0,3740.0,0
2024-02-14,5,25,SK-301,Small Plate Stand,7,Incense Holder,6,Jenisha Khadka,Incense Holder & Incense Burner Wholesale,Dillibazar,0.95,5,100,65.0,200.0,47,10,175,0.82,1.18,0,Winter,2,Wednesday,0,0,48,19,0,29,0,3.8,7.6,3800.0,0.0,1885.0,2565.0,0
2024-02-14,5,26,SK-302,Lotus Incense Holder,7,Incense Holder,6,Jenisha Khadka,Incense Holder & Incense Burner Wholesale,Dillibazar,0.95,5,100,80.0,300.0,32,10,151,0.82,1.18,0,Winter,2,Wednesday,0,0,32,19,100,113,0,3.8,29.7,5700.0,8000.0,9040.0,4180.0,100
2024-02-14,5,27,SK-108,Green Tara Incense,8,Bodhi Leaf Incense,4,Dipendra Dangol,Lovely Incense,Thamel,0.93,10,10,300.0,900.0,16,6,35,0.78,1.08,0,Winter,2,Wednesday,0,0,16,11,30,35,0,2.2,15.9,9900.0,9000.0,10500.0,6600.0,30
2024-02-14,5,28,SK-109,Namthoesy Incense,8,Bodhi Leaf Incense,4,Dipendra Dangol,Lovely Incense,Thamel,0.93,10,10,300.0,900.0,21,6,43,0.78,1.08,0,Winter,2,Wednesday,0,0,26,11,0,15,0,2.2,6.8,9900.0,0.0,4500.0,6600.0,0
2024-02-14,5,29,SK-110,Manjushree Incense,8,Bodhi Leaf Incense,4,Dipendra Dangol,Lovely Incense,Thamel,0.93,10,10,300.0,900.0,19,6,40,0.78,1.08,0,Winter,2,Wednesday,0,0,22,6,0,16,0,1.2,13.3,5400.0,0.0,4800.0,3600.0,0
2024-02-14,5,30,SK-111,Amitayau Buddha Incense,8,Bodhi Leaf Incense,4,Dipendra Dangol,Lovely Incense,Thamel,0.93,10,10,300.0,900.0,14,6,32,0.78,1.08,0,Winter,2,Wednesday,0,0,24,19,30,35,0,3.8,9.2,17100.0,9000.0,10500.0,11400.0,27
2024-02-14,5,31,SK-112,Avolikitesvara Incense,8,Bodhi Leaf Incense,4,Dipendra Dangol,Lovely Incense,Thamel,0.93,10,10,300.0,900.0,19,6,40,0.78,1.08,0,Winter,2,Wednesday,0,0,19,10,0,9,0,2.0,4.5,9000.0,0.0,2700.0,6000.0,0
2024-02-14,5,32,SK-113,Samantabhadra Incense,8,Bodhi Leaf Incense,4,Dipendra Dangol,Lovely Incense,Thamel,0.93,10,10,300.0,900.0,17,6,37,0.78,1.08,0,Winter,2,Wednesday,0,0,26,13,0,13,0,2.6,5.0,11700.0,0.0,3900.0,7800.0,0
2024-02-14,5,33,SK-205,Jam Super Fine Black Bowl,20,Singing Bowl,5,Niraj Raj Shrestha,Tibetan Singing Bowls Manufacture and Wholesaler,Newroad,0.91,15,30,1500.0,35000.0,10,4,46,1.0,1.3,0,Winter,2,Wednesday,0,0,15,2,0,13,0,0.4,32.5,70000.0,0.0,19500.0,67000.0,0
2024-02-14,5,34,SK-206,Inside God Outside Itching Carving Bowl,20,Singing Bowl,5,Niraj Raj Shrestha,Tibetan Singing Bowls Manufacture and Wholesaler,Newroad,0.91,15,30,2500.0,65000.0,13,3,50,1.0,1.3,0,Winter,2,Wednesday,0,0,14,0,0,14,0,0.0,999.0,0.0,0.0,35000.0,0.0,0
2024-02-14,5,35,SK-207,Jam Color Yogi Bowl,20,Singing Bowl,5,Niraj Raj Shrestha,Tibetan Singing Bowls Manufacture and Wholesaler,Newroad,0.91,15,30,2600.0,70000.0,6,1,39,1.0,1.3,0,Winter,2,Wednesday,0,0,7,1,0,6,0,0.2,30.0,70000.0,0.0,15600.0,67400.0,0
2024-02-14,5,36,SK-210,Jam Itching Carving Fine Bowl Premium,20,Singing Bowl,5,Niraj Raj Shrestha,Tibetan Singing Bowls Manufacture and Wholesaler,Newroad,0.91,15,30,1500.0,30000.0,12,5,49,1.0,1.3,0,Winter,2,Wednesday,0,0,21,0,0,21,0,0.0,999.0,0.0,0.0,31500.0,0.0,0
2024-02-14,5,37,SK-211,Jam Itching Carving Feet Bowl,20,Singing Bowl,5,Niraj Raj Shrestha,Tibetan Singing Bowls Manufacture and Wholesaler,Newroad,0.91,15,30,9000.0,170000.0,2,0,33,1.0,1.3,0,Winter,2,Wednesday,0,0,4,0,0,4,0,0.0,999.0,0.0,0.0,36000.0,0.0,0
2024-02-14,5,38,SK-212,Inside God Super Fine Outside One Mantra Bowl,20,Singing Bowl,5,Niraj Raj Shrestha,Tibetan Singing Bowls Manufacture and Wholesaler,Newroad,0.91,15,30,1600.0,40000.0,5,0,38,1.0,1.3,0,Winter,2,Wednesday,0,0,5,1,0,4,0,0.2,20.0,40000.0,0.0,6400.0,38400.0,0
2024-02-14,5,39,SK-114,Mahankal Incense,9,Tibetan Incense,7,Suraj Nakarmi,Natur's Gift Incense,Thamel,0.9,15,25,230.0,600.0,20,5,57,0.78,1.08,0,Winter,2,Wednesday,0,0,22,7,0,15,0,1.4,10.7,4200.0,0.0,3450.0,2590.0,0
2024-02-14,5,40,SK-214,Yellow Jambala Incense,9,Tibetan Incense,7,Suraj Nakarmi,Natur's Gift Incense,Thamel,0.9,15,25,230.0,600.0,16,4,50,0.78,1.08,0,Winter,2,Wednesday,0,0,24,13,0,11,0,2.6,4.2,7800.0,0.0,2530.0,4810.0,0
2024-02-14,5,41,SK-215,Guru Padmakara Incense,9,Tibetan Incense,7,Suraj Nakarmi,Natur's Gift Incense,Thamel,0.9,15,25,230.0,600.0,9,5,39,0.78,1.08,0,Winter,2,Wednesday,0,0,17,11,50,56,0,2.2,25.5,6600.0,11500.0,12880.0,4070.0,33
2024-02-14,5,42,SK-116,Kalchakra Incense,9,Tibetan Incense,7,Suraj Nakarmi,Natur's Gift Incense,Thamel,0.9,15,25,230.0,599.98,15,5,49,0.78,1.08,0,Winter,2,Wednesday,0,0,15,10,50,55,0,2.0,27.5,5999.8,11500.0,12650.0,3699.8,44
2024-02-14,5,43,SK-115,Vajrakilla Phurpa Dorje Incense,9,Tibetan Incense,7,Suraj Nakarmi,Natur's Gift Incense,Thamel,0.9,15,25,230.0,600.0,10,2,41,0.78,1.08,0,Winter,2,Wednesday,0,0,10,8,50,52,0,1.6,32.5,4800.0,11500.0,11960.0,2960.0,39
2024-02-14,5,44,SK-117,Medicine Buddha Incense,9,Tibetan Incense,7,Suraj Nakarmi,Natur's Gift Incense,Thamel,0.9,15,25,230.0,600.0,13,5,45,0.78,1.08,0,Winter,2,Wednesday,0,0,18,11,50,57,0,2.2,25.9,6600.0,11500.0,13110.0,4070.0,38
2024-02-14,5,45,SK-118,Reviving Aroma Blend Incense,9,Tibetan Incense,7,Suraj Nakarmi,Natur's Gift Incense,Thamel,0.9,15,25,280.0,700.0,13,2,45,0.78,1.08,0,Winter,2,Wednesday,0,0,17,12,50,55,0,2.4,22.9,8400.0,14000.0,15400.0,5040.0,40
2024-02-14,5,46,SK-119,Meditation Good Evening Incense,9,Tibetan Incense,7,Suraj Nakarmi,Natur's Gift Incense,Thamel,0.9,15,25,280.0,700.0,10,3,41,0.78,1.08,0,Winter,2,Wednesday,0,0,11,11,50,50,1,2.2,22.7,7700.0,14000.0,14000.0,4620.0,41
2024-02-14,5,47,SK-120,Concentration Good Morning Incense,9,Tibetan Incense,7,Suraj Nakarmi,Natur's Gift Incense,Thamel,0.9,15,25,280.0,700.0,9,5,39,0.78,1.08,0,Winter,2,Wednesday,0,0,14,7,50,57,0,1.4,40.7,4900.0,14000.0,15960.0,2940.0,32
2024-02-14,5,48,SK-121,Relaxation Healing Blend Incense,9,Tibetan Incense,7,Suraj Nakarmi,Natur's Gift Incense,Thamel,0.9,15,25,280.0,700.0,15,3,49,0.78,1.08,0,Winter,2,Wednesday,0,0,16,14,40,42,0,2.8,15.0,9800.0,11200.0,11760.0,5880.0,47
2024-02-14,5,49,SK-122,Sensual Erotic Blend Incense,9,Tibetan Incense,7,Suraj Nakarmi,Natur's Gift Incense,Thamel,0.9,15,25,280.0,700.0,11,3,42,0.78,1.08,0,Winter,2,Wednesday,0,0,14,14,50,50,1,2.8,17.9,9800.0,14000.0,14000.0,5880.0,42
2024-02-14,5,50,SK-123,Energy Incense,9,Tibetan Incense,7,Suraj Nakarmi,Natur's Gift Incense,Thamel,0.9,15,25,300.0,1000.0,14,5,47,0.78,1.08,0,Winter,2,Wednesday,0,0,15,2,0,13,0,0.4,32.5,2000.0,0.0,3900.0,1400.0,0
2024-02-14,5,51,SK-124,Tranquility Incense,9,Tibetan Incense,7,Suraj Nakarmi,Natur's Gift Incense,Thamel,0.9,15,25,300.0,1000.0,12,5,44,0.78,1.08,0,Winter,2,Wednesday,0,0,12,11,50,51,0,2.2,23.2,11000.0,15000.0,15300.0,7700.0,43
2024-02-14,5,52,SK-125,Dream Incense,9,Tibetan Incense,7,Suraj Nakarmi,Natur's Gift Incense,Thamel,0.9,15,25,300.0,1000.0,16,5,50,0.78,1.08,0,Winter,2,Wednesday,0,0,24,12,0,12,0,2.4,5.0,12000.0,0.0,3600.0,8400.0,0
2024-02-14,5,53,SK-126,Passion Incense,9,Tibetan Incense,7,Suraj Nakarmi,Natur's Gift Incense,Thamel,0.9,15,25,300.0,1000.0,10,5,41,0.78,1.08,0,Winter,2,Wednesday,0,0,16,10,50,56,0,2.0,28.0,10000.0,15000.0,16800.0,7000.0,35
2024-02-14,5,54,SK-127,Hangover Incense,9,Tibetan Incense,7,Suraj Nakarmi,Natur's Gift Incense,Thamel,0.9,15,25,300.0,1000.0,11,3,42,0.78,1.08,0,Winter,2,Wednesday,0,0,12,12,50,50,1,2.4,20.8,12000.0,15000.0,15000.0,8400.0,42
2024-02-14,5,55,SK-216,Gold Plated Bowl,20,Singing Bowl,5,Niraj Raj Shrestha,Tibetan Singing Bowls Manufacture and Wholesaler,Newroad,0.91,15,30,3000.0,90000.0,10,3,46,1.0,1.3,0,Winter,2,Wednesday,0,0,11,0,0,11,0,0.0,999.0,0.0,0.0,33000.0,0.0,0
2024-02-14,5,56,SK-217,Jam Super Fine Bowl Deluxe,20,Singing Bowl,5,Niraj Raj Shrestha,Tibetan Singing Bowls Manufacture and Wholesaler,Newroad,0.91,15,30,1500.0,30000.0,12,2,49,1.0,1.3,0,Winter,2,Wednesday,0,0,16,2,0,14,0,0.4,35.0,60000.0,0.0,21000.0,57000.0,0
2024-02-14,5,57,SK-218,Jam Itching Feet Therapy Bowl,20,Singing Bowl,5,Niraj Raj Shrestha,Tibetan Singing Bowls Manufacture and Wholesaler,Newroad,0.91,15,30,3000.0,120000.0,2,0,33,1.0,1.3,0,Winter,2,Wednesday,0,0,6,0,0,6,0,0.0,999.0,0.0,0.0,18000.0,0.0,0
2024-02-14,5,58,SK-128,Jam Super Fine Bowl Large,20,Singing Bowl,5,Niraj Raj Shrestha,Tibetan Singing Bowls Manufacture and Wholesaler,Newroad,0.91,15,30,2500.0,67000.0,0,1,30,1.0,1.3,0,Winter,2,Wednesday,0,0,4,1,0,3,0,0.2,15.0,67000.0,0.0,7500.0,64500.0,0
2024-02-14,5,59,SK-219,Jam SF E/C Feet Bowl,20,Singing Bowl,5,Niraj Raj Shrestha,Tibetan Singing Bowls Manufacture and Wholesaler,Newroad,0.91,15,30,1350.0,37500.0,5,0,38,1.0,1.3,0,Winter,2,Wednesday,0,0,8,3,0,5,0,0.6,8.3,112500.0,0.0,6750.0,108450.0,0
2024-02-14,5,60,SK-220,Jam SF Fine Work Bowl,20,Singing Bowl,5,Niraj Raj Shrestha,Tibetan Singing Bowls Manufacture and Wholesaler,Newroad,0.91,15,30,6000.0,150000.0,1,0,31,1.0,1.3,0,Winter,2,Wednesday,0,0,2,1,0,1,0,0.2,5.0,150000.0,0.0,6000.0,144000.0,0
2024-02-14,5,61,SK-221,Jam SF Fine Bowl,20,Singing Bowl,5,Niraj Raj Shrestha,Tibetan Singing Bowls Manufacture and Wholesaler,Newroad,0.91,15,30,1600.0,48000.0,2,5,33,1.0,1.3,0,Winter,2,Wednesday,0,0,10,5,30,35,0,1.0,35.0,240000.0,48000.0,56000.0,232000.0,30
2024-02-14,5,62,SK-222,Jam Center SF Bowl,20,Singing Bowl,5,Niraj Raj Shrestha,Tibetan Singing Bowls Manufacture and Wholesaler,Newroad,0.91,15,30,8000.0,20000.0,3,5,34,1.0,1.3,0,Winter,2,Wednesday,0,0,15,0,0,15,0,0.0,999.0,0.0,0.0,120000.0,0.0,0
2024-02-14,5,63,SK-223,Jam SF Bowl,20,Singing Bowl,5,Niraj Raj Shrestha,Tibetan Singing Bowls Manufacture and Wholesaler,Newroad,0.91,15,30,1450.0,31500.0,0,10,40,1.0,1.3,0,Winter,2,Wednesday,0,0,19,5,0,14,0,1.0,14.0,157500.0,0.0,20300.0,150250.0,0
2024-02-14,5,64,SK-129,Guru Padmakara Incense Powder,12,Incense Powder,8,Nisha Chaudhary,Natural Incense Power Factory,Jadibuti,0.89,10,20,285.0,1000.0,12,3,39,0.72,1.08,0,Winter,2,Wednesday,0,0,18,10,0,8,0,2.0,4.0,10000.0,0.0,2280.0,7150.0,0
2024-02-14,5,65,SK-130,Yellow Jambala Incense Powder,12,Incense Powder,8,Nisha Chaudhary,Natural Incense Power Factory,Jadibuti,0.89,10,20,285.0,1000.0,10,3,36,0.72,1.08,0,Winter,2,Wednesday,0,0,15,7,40,48,0,1.4,34.3,7000.0,11400.0,13680.0,5005.0,28
2024-02-14,5,66,SK-131,Mahankal Incense Powder,12,Incense Powder,8,Nisha Chaudhary,Natural Incense Power Factory,Jadibuti,0.89,10,20,285.0,1000.0,8,3,32,0.72,1.08,0,Winter,2,Wednesday,0,0,10,10,40,40,1,2.0,20.0,10000.0,11400.0,11400.0,7150.0,32
2024-02-14,5,67,SK-132,Medicine Buddha Incense Powder,12,Incense Powder,8,Nisha Chaudhary,Natural Incense Power Factory,Jadibuti,0.89,10,20,285.0,1000.0,6,3,29,0.72,1.08,0,Winter,2,Wednesday,0,0,9,4,0,5,0,0.8,6.2,4000.0,0.0,1425.0,2860.0,0
2024-02-14,5,68,SK-133,Vajra Killa Incense Powder,12,Incense Powder,8,Nisha Chaudhary,Natural Incense Power Factory,Jadibuti,0.89,10,20,285.0,1000.0,11,3,37,0.72,1.08,0,Winter,2,Wednesday,0,0,13,9,40,44,0,1.8,24.4,9000.0,11400.0,12540.0,6435.0,30
2024-02-14,5,69,SK-134,Kalchakra Incense Powder,12,Incense Powder,8,Nisha Chaudhary,Natural Incense Power Factory,Jadibuti,0.89,10,20,285.0,1000.0,10,3,36,0.72,1.08,0,Winter,2,Wednesday,0,0,10,6,40,44,0,1.2,36.7,6000.0,11400.0,12540.0,4290.0,32
2024-02-14,5,70,SK-135,Travelling Incense Gift Pack,13,Gift Pack,4,Dipendra Dangol,Lovely Incense,Thamel,0.93,10,10,990.0,2000.0,11,2,27,0.9,1.18,0,Winter,2,Wednesday,0,0,13,5,0,8,0,1.0,8.0,10000.0,0.0,7920.0,5050.0,0
2024-02-14,5,71,SK-136,Vajra Rope Incense,14,Rope Incense,4,Dipendra Dangol,Lovely Incense,Thamel,0.93,10,10,110.0,350.0,30,10,58,0.82,1.18,0,Winter,2,Wednesday,0,0,32,14,0,18,0,2.8,6.4,4900.0,0.0,1980.0,3360.0,0
2024-02-14,5,72,SK-137,Vajra Rope Incense Premium,14,Rope Incense,4,Dipendra Dangol,Lovely Incense,Thamel,0.93,10,10,110.0,350.0,20,10,42,0.82,1.18,0,Winter,2,Wednesday,0,0,31,14,0,17,0,2.8,6.1,4900.0,0.0,1870.0,3360.0,0
2024-02-14,5,73,SK-138,Vajra Rope Incense Deluxe,14,Rope Incense,4,Dipendra Dangol,Lovely Incense,Thamel,0.93,10,10,110.0,350.0,23,10,46,0.82,1.18,0,Winter,2,Wednesday,0,0,25,12,0,13,0,2.4,5.4,4200.0,0.0,1430.0,2880.0,0
2024-02-14,5,74,SK-139,Vajra Rope Incense Classic,14,Rope Incense,4,Dipendra Dangol,Lovely Incense,Thamel,0.93,10,10,110.0,350.0,25,10,50,0.82,1.18,0,Winter,2,Wednesday,0,0,43,17,0,26,0,3.4,7.6,5950.0,0.0,2860.0,4080.0,0
2024-02-14,5,75,SK-140,The Tree of Life Good Fortune,15,The Tree of Life Incense,4,Dipendra Dangol,Lovely Incense,Thamel,0.93,10,10,180.0,500.0,10,5,26,0.82,1.18,0,Winter,2,Wednesday,0,0,15,11,15,19,0,2.2,8.6,5500.0,2700.0,3420.0,3520.0,22
2024-02-14,5,76,SK-141,The Tree of Life Body & Soul,15,The Tree of Life Incense,4,Dipendra Dangol,Lovely Incense,Thamel,0.93,10,10,180.0,500.0,13,5,30,0.82,1.18,0,Winter,2,Wednesday,0,0,22,14,30,38,0,2.8,13.6,7000.0,5400.0,6840.0,4480.0,22
2024-02-14,5,77,SK-142,The Tree of Life Peace & Prosperity,15,The Tree of Life Incense,4,Dipendra Dangol,Lovely Incense,Thamel,0.93,10,10,180.0,300.0,10,5,26,0.82,1.18,0,Winter,2,Wednesday,0,0,15,8,20,27,0,1.6,16.9,2400.0,3600.0,4860.0,960.0,19
2024-02-14,5,78,SK-143,The Tree of Life Knowledge & Wisdom,15,The Tree of Life Incense,4,Dipendra Dangol,Lovely Incense,Thamel,0.93,10,10,180.0,500.0,14,3,32,0.82,1.18,0,Winter,2,Wednesday,0,0,18,12,30,36,0,2.4,15.0,6000.0,5400.0,6480.0,3840.0,26
2024-02-14,5,79,SK-144,The Tree of Life Stress Relief,15,The Tree of Life Incense,4,Dipendra Dangol,Lovely Incense,Thamel,0.93,10,10,180.0,500.0,10,2,26,0.82,1.18,0,Winter,2,Wednesday,0,0,10,10,30,30,1,2.0,15.0,5000.0,5400.0,5400.0,3200.0,26
2024-02-14,5,80,SK-145,Chakra Flora Incense,16,Chakra Flora Incense,4,Dipendra Dangol,Lovely Incense,Thamel,0.93,10,10,110.0,250.0,210,70,346,0.82,1.18,0,Winter,2,Wednesday,0,0,344,14,0,330,0,2.8,117.9,3500.0,0.0,36300.0,1960.0,0
2024-02-14,5,81,SK-146,Zodiac Stick Incense,17,Zodiac Stick Incense,4,Dipendra Dangol,Lovely Incense,Thamel,0.93,10,10,105.0,250.0,480,115,778,0.82,1.18,0,Winter,2,Wednesday,0,0,672,17,0,655,0,3.4,192.6,4250.0,0.0,68775.0,2465.0,0
2024-02-14,5,82,SK-147,Backflow Incense,18,Backflow Incense,7,Suraj Nakarmi,Natur's Gift Incense,Thamel,0.9,15,25,140.0,500.0,144,24,255,0.82,1.18,0,Winter,2,Wednesday,0,0,175,12,0,163,0,2.4,67.9,6000.0,0.0,22820.0,4320.0,0
2024-02-14,5,83,SK-148,Chakra Rope Incense Set,19,Chakra Rope Incense,4,Dipendra Dangol,Lovely Incense,Thamel,0.93,10,10,250.0,600.0,84,14,144,0.82,1.18,0,Winter,2,Wednesday,0,0,105,14,0,91,0,2.8,32.5,8400.0,0.0,22750.0,4900.0,0
2024-02-14,5,84,SK-149,Flora Incense Variety Pack,6,Natural Himalayan Flora Incense,4,Dipendra Dangol,Lovely Incense,Thamel,0.93,10,10,95.0,250.0,500,95,810,0.78,1.08,0,Winter,2,Wednesday,0,0,648,11,0,637,0,2.2,289.5,2750.0,0.0,60515.0,1705.0,0
2024-02-14,5,85,SK-150,Tibetan Incense Variety Pack,9,Tibetan Incense,4,Dipendra Dangol,Lovely Incense,Thamel,0.93,10,10,180.0,550.0,500,175,810,0.78,1.08,0,Winter,2,Wednesday,0,0,640,8,0,632,0,1.6,395.0,4400.0,0.0,113760.0,2960.0,0
2024-02-19,5,12,SK-100,Himalayan Herbal Incense,9,Tibetan Incense,4,Dipendra Dangol,Lovely Incense,Thamel,0.93,10,10,350.0,1000.0,15,5,34,0.78,1.08,0,Winter,2,Monday,0,0,30,8,0,22,0,1.6,13.8,8000.0,0.0,7700.0,5200.0,0
2024-02-19,5,13,SK-101,Tibetan Monastery Incense,9,Tibetan Incense,4,Dipendra Dangol,Lovely Incense,Thamel,0.93,10,10,350.0,1000.0,20,5,42,0.78,1.08,0,Winter,2,Monday,0,0,47,9,0,38,0,1.8,21.1,9000.0,0.0,13300.0,5850.0,0
2024-02-19,5,14,SK-102,Tibetan Peace Incense,9,Tibetan Incense,4,Dipendra Dangol,Lovely Incense,Thamel,0.93,10,10,185.0,800.0,10,3,26,0.78,1.08,0,Winter,2,Monday,0,0,30,13,0,17,0,2.6,6.5,10400.0,0.0,3145.0,7995.0,0
2024-02-19,5,15,SK-103,Ribo Sangtsheo Incense,9,Tibetan Incense,4,Dipendra Dangol,Lovely Incense,Thamel,0.93,10,10,184.98,800.0,14,3,32,0.78,1.08,0,Winter,2,Monday,0,0,9,9,40,40,1,1.8,22.2,7200.0,7399.2,7399.2,5535.18,32
2024-02-19,5,16,SK-104,The Earth Incense,9,Tibetan Incense,4,Dipendra Dangol,Lovely Incense,Thamel,0.93,10,10,185.0,800.0,17,3,37,0.78,1.08,0,Winter,2,Monday,0,0,46,8,0,38,0,1.6,23.8,6400.0,0.0,7030.0,4920.0,0
2024-02-19,5,17,SK-106,Traditional Zhempo Incense,9,Tibetan Incense,4,Dipendra Dangol,Lovely Incense,Thamel,0.93,10,10,110.0,500.0,8,5,22,0.78,1.08,0,Winter,2,Monday,0,0,31,7,0,24,0,1.4,17.1,3500.0,0.0,2640.0,2730.0,0
2024-02-19,5,18,SK-200,Jam Note Tiger Bowl Set,20,Singing Bowl,5,Niraj Raj Shrestha,Tibetan Singing Bowls Manufacture and Wholesaler,Newroad,0.91,15,30,7000.0,150000.0,4,1,36,1.0,1.3,0,Winter,2,Monday,0,0,5,0,0,5,0,0.0,999.0,0.0,0.0,35000.0,0.0,0
2024-02-19,5,19,SK-201,Jam Plain Bowl,20,Singing Bowl,5,Niraj Raj Shrestha,Tibetan Singing Bowls Manufacture and Wholesaler,Newroad,0.91,15,30,1200.0,18000.0,16,7,55,1.0,1.3,0,Winter,2,Monday,0,0,18,1,0,17,0,0.2,85.0,18000.0,0.0,20400.0,16800.0,0
2024-02-19,5,20,SK-202,Jam Super Fine Bowl,20,Singing Bowl,5,Niraj Raj Shrestha,Tibetan Singing Bowls Manufacture and Wholesaler,Newroad,0.91,15,30,1400.0,20000.0,2,1,33,1.0,1.3,0,Winter,2,Monday,0,0,5,0,0,5,0,0.0,999.0,0.0,0.0,7000.0,0.0,0
2024-02-19,5,21,SK-203,Jam Itching Carving Fine Bowl,20,Singing Bowl,5,Niraj Raj Shrestha,Tibetan Singing Bowls Manufacture and Wholesaler,Newroad,0.91,15,30,5000.0,100000.0,3,0,34,1.0,1.3,0,Winter,2,Monday,0,0,8,0,0,8,0,0.0,999.0,0.0,0.0,40000.0,0.0,0
